test_set	rank_a	system_a	rank_b	system_b	ranking_metric	ranking_score_a	ranking_ci_lo_a	ranking_ci_hi_a	ranking_score_b	ranking_ci_lo_b	ranking_ci_hi_b	test_metric	mean_diff	ci_lower	ci_upper	p_value	significant	winner
dta19_l0_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run2	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.002900	0.002300	0.003400	0.004000	0.003200	0.004800	cMER	-0.000697	-0.001166	-0.000187	0.009400	yes	A
dta19_l0_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run2	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.002900	0.002300	0.003400	0.004000	0.003200	0.004800	wMER	-0.006015	-0.009280	-0.002721	0.000600	yes	A
dta19_l0_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run2	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.002900	0.002300	0.003400	0.004000	0.003200	0.004800	char_pref	0.450000	0.287500	0.600000	0.000000	yes	A
dta19_l0_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run2	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.002900	0.002300	0.003400	0.004000	0.003200	0.004800	word_pref	0.475000	0.337500	0.612500	0.000000	yes	A
dta19_l0_v0.1_test_de	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.004000	0.003200	0.004800	0.005400	0.002900	0.009300	cMER	-0.015766	-0.019473	-0.012325	0.000000	yes	A
dta19_l0_v0.1_test_de	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.004000	0.003200	0.004800	0.005400	0.002900	0.009300	wMER	-0.098873	-0.120783	-0.077022	0.000000	yes	A
dta19_l0_v0.1_test_de	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.004000	0.003200	0.004800	0.005400	0.002900	0.009300	char_pref	0.525000	0.350000	0.687500	0.000000	yes	A
dta19_l0_v0.1_test_de	2	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.004000	0.003200	0.004800	0.005400	0.002900	0.009300	word_pref	0.512500	0.337500	0.675000	0.000000	yes	A
dta19_l0_v0.1_test_de	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.005400	0.002900	0.009300	0.005800	0.004500	0.007300	cMER	0.010623	0.006077	0.015180	0.000000	yes	B
dta19_l0_v0.1_test_de	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.005400	0.002900	0.009300	0.005800	0.004500	0.007300	wMER	0.068859	0.042709	0.095115	0.000000	yes	B
dta19_l0_v0.1_test_de	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.005400	0.002900	0.009300	0.005800	0.004500	0.007300	char_pref	-0.200000	-0.400000	0.012500	0.064200	no	tie
dta19_l0_v0.1_test_de	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.005400	0.002900	0.009300	0.005800	0.004500	0.007300	word_pref	-0.187500	-0.375000	0.012500	0.077200	no	tie
dta19_l0_v0.1_test_de	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	cmer_micro	0.005800	0.004500	0.007300	0.006100	0.004700	0.007600	cMER	-0.019801	-0.024289	-0.015204	0.000000	yes	A
dta19_l0_v0.1_test_de	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	cmer_micro	0.005800	0.004500	0.007300	0.006100	0.004700	0.007600	wMER	-0.179174	-0.203883	-0.151694	0.000000	yes	A
dta19_l0_v0.1_test_de	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	cmer_micro	0.005800	0.004500	0.007300	0.006100	0.004700	0.007600	char_pref	0.562500	0.425000	0.700000	0.000000	yes	A
dta19_l0_v0.1_test_de	4	l3i_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	cmer_micro	0.005800	0.004500	0.007300	0.006100	0.004700	0.007600	word_pref	0.550000	0.412500	0.687500	0.000000	yes	A
dta19_l0_v0.1_test_de	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.006100	0.004700	0.007600	0.007600	0.005800	0.009800	cMER	-0.002157	-0.006164	0.001774	0.282800	no	tie
dta19_l0_v0.1_test_de	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.006100	0.004700	0.007600	0.007600	0.005800	0.009800	wMER	0.090740	0.065700	0.115086	0.000000	yes	B
dta19_l0_v0.1_test_de	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.006100	0.004700	0.007600	0.007600	0.005800	0.009800	char_pref	0.000000	-0.100000	0.100000	1.000000	no	tie
dta19_l0_v0.1_test_de	5	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run3	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.006100	0.004700	0.007600	0.007600	0.005800	0.009800	word_pref	-0.062500	-0.187500	0.050000	0.368600	no	tie
dta19_l0_v0.1_test_de	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.007600	0.005800	0.009800	0.011400	0.008900	0.013900	cMER	-0.024888	-0.031575	-0.018669	0.000000	yes	A
dta19_l0_v0.1_test_de	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.007600	0.005800	0.009800	0.011400	0.008900	0.013900	wMER	-0.109101	-0.134274	-0.083700	0.000000	yes	A
dta19_l0_v0.1_test_de	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.007600	0.005800	0.009800	0.011400	0.008900	0.013900	char_pref	0.062500	-0.012500	0.150000	0.140400	no	tie
dta19_l0_v0.1_test_de	6	blocr_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l0_v0.1_masked-test_de_run1	cmer_micro	0.007600	0.005800	0.009800	0.011400	0.008900	0.013900	word_pref	0.137500	0.037500	0.250000	0.002600	yes	A
dta19_l1_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	cmer_micro	0.005400	0.004100	0.007100	0.006200	0.005000	0.007200	cMER	0.015164	0.009734	0.020028	0.000000	yes	B
dta19_l1_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	cmer_micro	0.005400	0.004100	0.007100	0.006200	0.005000	0.007200	wMER	0.107359	0.081769	0.132893	0.000000	yes	B
dta19_l1_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	cmer_micro	0.005400	0.004100	0.007100	0.006200	0.005000	0.007200	char_pref	-1.025000	-1.275625	-0.750000	0.000000	yes	B
dta19_l1_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	cmer_micro	0.005400	0.004100	0.007100	0.006200	0.005000	0.007200	word_pref	-0.937500	-1.162500	-0.712500	0.000000	yes	B
dta19_l1_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run3	cmer_micro	0.006200	0.005000	0.007200	0.007700	0.006300	0.009300	cMER	-0.027658	-0.031841	-0.023245	0.000000	yes	A
dta19_l1_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run3	cmer_micro	0.006200	0.005000	0.007200	0.007700	0.006300	0.009300	wMER	-0.206720	-0.225669	-0.186646	0.000000	yes	A
dta19_l1_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run3	cmer_micro	0.006200	0.005000	0.007200	0.007700	0.006300	0.009300	char_pref	1.575000	1.375000	1.750000	0.000000	yes	A
dta19_l1_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run2	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run3	cmer_micro	0.006200	0.005000	0.007200	0.007700	0.006300	0.009300	word_pref	1.775000	1.625000	1.900000	0.000000	yes	A
dta19_l1_v0.1_test_de	4	blocr_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.017700	0.015300	0.020300	0.022300	0.020300	0.023800	cMER	0.006320	0.001089	0.011261	0.019600	yes	B
dta19_l1_v0.1_test_de	4	blocr_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.017700	0.015300	0.020300	0.022300	0.020300	0.023800	wMER	-0.027054	-0.048555	-0.007347	0.007200	yes	A
dta19_l1_v0.1_test_de	4	blocr_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.017700	0.015300	0.020300	0.022300	0.020300	0.023800	char_pref	-0.250000	-0.450000	-0.050000	0.019600	yes	B
dta19_l1_v0.1_test_de	4	blocr_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.017700	0.015300	0.020300	0.022300	0.020300	0.023800	word_pref	0.287500	0.075000	0.500000	0.012200	yes	A
dta19_l1_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.022300	0.020300	0.023800	0.024000	0.023200	0.024800	cMER	0.003499	0.000739	0.007238	0.002000	yes	B
dta19_l1_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.022300	0.020300	0.023800	0.024000	0.023200	0.024800	wMER	0.001988	-0.008767	0.015137	0.787800	no	tie
dta19_l1_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.022300	0.020300	0.023800	0.024000	0.023200	0.024800	char_pref	-0.125000	-0.250000	0.000000	0.057800	no	tie
dta19_l1_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.022300	0.020300	0.023800	0.024000	0.023200	0.024800	word_pref	0.112500	-0.012500	0.237500	0.083600	no	tie
dta19_l1_v0.1_test_de	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.024000	0.023200	0.024800	0.025000	0.021800	0.029400	cMER	-0.042836	-0.047986	-0.037878	0.000000	yes	A
dta19_l1_v0.1_test_de	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.024000	0.023200	0.024800	0.025000	0.021800	0.029400	wMER	-0.128061	-0.144659	-0.111272	0.000000	yes	A
dta19_l1_v0.1_test_de	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.024000	0.023200	0.024800	0.025000	0.021800	0.029400	char_pref	0.925000	0.862500	0.975000	0.000000	yes	A
dta19_l1_v0.1_test_de	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_dta19-l1_v0.1_masked-test_de_run1	cmer_micro	0.024000	0.023200	0.024800	0.025000	0.021800	0.029400	word_pref	0.812500	0.700000	0.912500	0.000000	yes	A
dta19_l2_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	cmer_micro	0.008200	0.006700	0.010000	0.012100	0.009500	0.014900	cMER	-0.011712	-0.015479	-0.008058	0.000000	yes	A
dta19_l2_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	cmer_micro	0.008200	0.006700	0.010000	0.012100	0.009500	0.014900	wMER	-0.059124	-0.082167	-0.036045	0.000000	yes	A
dta19_l2_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	cmer_micro	0.008200	0.006700	0.010000	0.012100	0.009500	0.014900	char_pref	0.275000	0.125000	0.425000	0.000000	yes	A
dta19_l2_v0.1_test_de	1	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	cmer_micro	0.008200	0.006700	0.010000	0.012100	0.009500	0.014900	word_pref	0.325000	0.125000	0.525000	0.000600	yes	A
dta19_l2_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run2	cmer_micro	0.012100	0.009500	0.014900	0.017500	0.013800	0.021600	cMER	0.023667	0.019231	0.028043	0.000000	yes	B
dta19_l2_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run2	cmer_micro	0.012100	0.009500	0.014900	0.017500	0.013800	0.021600	wMER	0.161836	0.142000	0.181084	0.000000	yes	B
dta19_l2_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run2	cmer_micro	0.012100	0.009500	0.014900	0.017500	0.013800	0.021600	char_pref	-0.325000	-0.500000	-0.150000	0.000200	yes	B
dta19_l2_v0.1_test_de	2	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run3	3	bnf-mistral_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run2	cmer_micro	0.012100	0.009500	0.014900	0.017500	0.013800	0.021600	word_pref	-0.625000	-0.825000	-0.425000	0.000000	yes	B
dta19_l2_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	cmer_micro	0.047100	0.041200	0.052800	0.054600	0.052500	0.057200	cMER	0.000089	-0.002645	0.003224	0.966200	no	tie
dta19_l2_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	cmer_micro	0.047100	0.041200	0.052800	0.054600	0.052500	0.057200	wMER	-0.022432	-0.038128	-0.005772	0.009800	yes	A
dta19_l2_v0.1_test_de	5	l3i_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_dta19-l2_v0.1_masked-test_de_run1	cmer_micro	0.047100	0.041200	0.052800	0.054600	0.052500	0.057200	char_pref	0.125000	0.000000	0.250000	0.050200	no	tie
