test_set	rank_a	system_a	rank_b	system_b	ranking_metric	ranking_score_a	ranking_ci_lo_a	ranking_ci_hi_a	ranking_score_b	ranking_ci_lo_b	ranking_ci_hi_b	test_metric	mean_diff	ci_lower	ci_upper	p_value	significant	winner
impresso_snippets_v1.0_test_en	2	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	cmer_micro	0.004900	0.003500	0.006500	0.005200	0.003400	0.007400	char_pref	0.440000	0.290000	0.600000	0.000000	yes	A
impresso_snippets_v1.0_test_en	2	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	cmer_micro	0.004900	0.003500	0.006500	0.005200	0.003400	0.007400	word_pref	0.510000	0.350000	0.680000	0.000000	yes	A
impresso_snippets_v1.0_test_en	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.005200	0.003400	0.007400	0.007400	0.005300	0.009600	cMER	0.018072	0.016148	0.019926	0.000000	yes	B
impresso_snippets_v1.0_test_en	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.005200	0.003400	0.007400	0.007400	0.005300	0.009600	wMER	0.185478	0.174401	0.196894	0.000000	yes	B
impresso_snippets_v1.0_test_en	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.005200	0.003400	0.007400	0.007400	0.005300	0.009600	char_pref	-1.360000	-1.540000	-1.170000	0.000000	yes	B
impresso_snippets_v1.0_test_en	3	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run3	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.005200	0.003400	0.007400	0.007400	0.005300	0.009600	word_pref	-1.650000	-1.780000	-1.510000	0.000000	yes	B
impresso_snippets_v1.0_test_en	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	5	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.007400	0.005300	0.009600	0.009900	0.007600	0.012400	cMER	-0.004521	-0.006690	-0.002500	0.000000	yes	A
impresso_snippets_v1.0_test_en	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	5	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.007400	0.005300	0.009600	0.009900	0.007600	0.012400	wMER	-0.022664	-0.034289	-0.012286	0.000000	yes	A
impresso_snippets_v1.0_test_en	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	5	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.007400	0.005300	0.009600	0.009900	0.007600	0.012400	char_pref	0.370000	0.200000	0.530000	0.000000	yes	A
impresso_snippets_v1.0_test_en	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	5	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.007400	0.005300	0.009600	0.009900	0.007600	0.012400	word_pref	0.370000	0.220000	0.530000	0.000000	yes	A
impresso_snippets_v1.0_test_en	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.017000	0.014200	0.019900	0.018300	0.010400	0.030600	cMER	-0.031207	-0.052456	-0.015354	0.000000	yes	A
impresso_snippets_v1.0_test_en	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.017000	0.014200	0.019900	0.018300	0.010400	0.030600	wMER	-0.115370	-0.142480	-0.091146	0.000000	yes	A
impresso_snippets_v1.0_test_en	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.017000	0.014200	0.019900	0.018300	0.010400	0.030600	char_pref	0.660000	0.520000	0.790000	0.000000	yes	A
impresso_snippets_v1.0_test_en	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	cmer_micro	0.017000	0.014200	0.019900	0.018300	0.010400	0.030600	word_pref	0.680000	0.530000	0.810000	0.000000	yes	A
impresso_snippets_v1.0_test_en	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	8	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.018300	0.010400	0.030600	0.018700	0.016000	0.021600	cMER	0.029029	0.013168	0.050193	0.000000	yes	B
impresso_snippets_v1.0_test_en	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	8	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.018300	0.010400	0.030600	0.018700	0.016000	0.021600	wMER	0.102411	0.079237	0.128680	0.000000	yes	B
impresso_snippets_v1.0_test_en	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	8	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.018300	0.010400	0.030600	0.018700	0.016000	0.021600	char_pref	-0.510000	-0.670000	-0.359750	0.000000	yes	B
impresso_snippets_v1.0_test_en	7	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run1	8	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_en_run2	cmer_micro	0.018300	0.010400	0.030600	0.018700	0.016000	0.021600	word_pref	-0.540000	-0.700000	-0.370000	0.000000	yes	B
impresso_snippets_v1.0_test_fr	1	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	cmer_micro	0.004400	0.002900	0.006400	0.004800	0.003100	0.006800	cMER	-0.011619	-0.015934	-0.007854	0.000000	yes	A
impresso_snippets_v1.0_test_fr	1	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	cmer_micro	0.004400	0.002900	0.006400	0.004800	0.003100	0.006800	wMER	-0.087575	-0.109810	-0.065742	0.000000	yes	A
impresso_snippets_v1.0_test_fr	1	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	cmer_micro	0.004400	0.002900	0.006400	0.004800	0.003100	0.006800	char_pref	0.610000	0.410000	0.810000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	1	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	cmer_micro	0.004400	0.002900	0.006400	0.004800	0.003100	0.006800	word_pref	0.660000	0.460000	0.860000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.004800	0.003100	0.006800	0.009100	0.005900	0.012800	cMER	0.016732	0.012075	0.021527	0.000000	yes	B
impresso_snippets_v1.0_test_fr	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.004800	0.003100	0.006800	0.009100	0.005900	0.012800	wMER	0.153026	0.127726	0.176576	0.000000	yes	B
impresso_snippets_v1.0_test_fr	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.004800	0.003100	0.006800	0.009100	0.005900	0.012800	char_pref	-1.210000	-1.410000	-1.000000	0.000000	yes	B
impresso_snippets_v1.0_test_fr	2	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run3	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.004800	0.003100	0.006800	0.009100	0.005900	0.012800	word_pref	-1.430000	-1.600000	-1.250000	0.000000	yes	B
impresso_snippets_v1.0_test_fr	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.009100	0.005900	0.012800	0.009200	0.006500	0.012200	cMER	0.000619	-0.002420	0.003742	0.698400	no	tie
impresso_snippets_v1.0_test_fr	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.009100	0.005900	0.012800	0.009200	0.006500	0.012200	wMER	0.008041	-0.010337	0.028092	0.408000	no	tie
impresso_snippets_v1.0_test_fr	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.009100	0.005900	0.012800	0.009200	0.006500	0.012200	char_pref	0.080000	-0.040000	0.200000	0.198400	no	tie
impresso_snippets_v1.0_test_fr	3	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.009100	0.005900	0.012800	0.009200	0.006500	0.012200	word_pref	0.060000	-0.050000	0.170000	0.326600	no	tie
impresso_snippets_v1.0_test_fr	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.009200	0.006500	0.012200	0.010800	0.008400	0.013600	cMER	-0.004643	-0.007821	-0.001218	0.009200	yes	A
impresso_snippets_v1.0_test_fr	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.009200	0.006500	0.012200	0.010800	0.008400	0.013600	wMER	-0.019673	-0.040650	0.003094	0.089400	no	tie
impresso_snippets_v1.0_test_fr	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.009200	0.006500	0.012200	0.010800	0.008400	0.013600	char_pref	0.430000	0.240000	0.620000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	4	bnf-mistral_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.009200	0.006500	0.012200	0.010800	0.008400	0.013600	word_pref	0.370000	0.220000	0.530000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.010800	0.008400	0.013600	0.016900	0.013300	0.020800	cMER	-0.008712	-0.012587	-0.004997	0.000000	yes	A
impresso_snippets_v1.0_test_fr	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.010800	0.008400	0.013600	0.016900	0.013300	0.020800	wMER	-0.066137	-0.093020	-0.041238	0.000000	yes	A
impresso_snippets_v1.0_test_fr	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.010800	0.008400	0.013600	0.016900	0.013300	0.020800	char_pref	0.320000	0.140000	0.490000	0.000400	yes	A
impresso_snippets_v1.0_test_fr	5	blocr_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.010800	0.008400	0.013600	0.016900	0.013300	0.020800	word_pref	0.440000	0.280000	0.600000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.016900	0.013300	0.020800	0.019000	0.015600	0.022900	cMER	-0.001200	-0.002733	0.000416	0.133800	no	tie
impresso_snippets_v1.0_test_fr	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.016900	0.013300	0.020800	0.019000	0.015600	0.022900	wMER	-0.005069	-0.011303	0.001326	0.118800	no	tie
impresso_snippets_v1.0_test_fr	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.016900	0.013300	0.020800	0.019000	0.015600	0.022900	char_pref	0.130000	0.020000	0.240000	0.027800	yes	A
impresso_snippets_v1.0_test_fr	6	baseline-no-correction_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	cmer_micro	0.016900	0.013300	0.020800	0.019000	0.015600	0.022900	word_pref	0.130000	0.020000	0.240000	0.027400	yes	A
impresso_snippets_v1.0_test_fr	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	8	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.019000	0.015600	0.022900	0.023300	0.013600	0.035500	cMER	-0.031410	-0.044064	-0.021333	0.000000	yes	A
impresso_snippets_v1.0_test_fr	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	8	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.019000	0.015600	0.022900	0.023300	0.013600	0.035500	wMER	-0.106252	-0.126155	-0.085822	0.000000	yes	A
impresso_snippets_v1.0_test_fr	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	8	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.019000	0.015600	0.022900	0.023300	0.013600	0.035500	char_pref	0.620000	0.460000	0.770000	0.000000	yes	A
impresso_snippets_v1.0_test_fr	7	l3i_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run2	8	Zakaria-ENSIAS_hipe-ocrepair-bench_v0.9_impresso-snippets_v1.0_masked-test_fr_run1	cmer_micro	0.019000	0.015600	0.022900	0.023300	0.013600	0.035500	word_pref	0.550000	0.380000	0.720000	0.000000	yes	A
